cLO_pT,cLO_phi,cLO_eta,cLO_rap,c_pT,c_phi,c_eta,c_rap,chad_pT,chad_phi,chad_eta,chad_rap,cbarLO_pT,cbarLO_phi,cbarLO_eta,cbarLO_rap,cbar_pT,cbar_phi,cbar_eta,cbar_rap,cbarhad_pT,cbarhad_phi,cbarhad_eta,cbarhad_rap,d1_pT,d1_phi,d1_eta,d1_rap,d1bar_pT,d1bar_phi,d1bar_eta,d1bar_rap,d2_pT,d2_phi,d2_eta,d2_rap,d2bar_pT,d2bar_phi,d2bar_eta,d2bar_rap,multiplicity,chad_cone_mult,chad_ptcone,cbarhad_cone_mult,cbarhad_ptcone
4.03395,1.45908,0.273732,0.256948,7.12211,1.8298,-0.0804439,-0.0787206,3.79948,1.85916,-0.0112946,-0.0101392,4.03395,-1.68251,-2.52986,-2.46598,3.35542,-2.55947,-2.33952,-2.25026,3.06014,-2.5108,-2.39736,-2.24249,1.69005,2.25657,0.310685,0.309663,1.08784,2.97666,-2.13575,-2.12781,2.42671,-2.18482,-2.31324,-2.29336,2.33465,1.57518,-0.24448,-0.23929,371,11,9.82459,11,7.12181
2.41471,1.6173,-5.05172,-4.88857,2.52181,1.57841,-4.98706,-4.83562,1.49452,1.37841,-5.0257,-4.55635,2.41471,-1.52429,-5.88413,-5.72096,2.09069,-1.44646,-6.0421,-5.83447,0.784579,-1.37676,-6.44049,-5.49322,1.61255,1.04806,-4.70063,-4.6969,0.217931,1.0871,-3.95582,-3.78412,0.964079,-1.51898,-6.21105,-6.09461,0.523993,3.00809,-4.56197,-4.2444,80,2,1.70743,2,1.29731
2.12433,-2.1192,2.4301,2.23165,2.38355,-1.30422,2.55001,2.38559,1.30117,-2.17885,2.93644,2.38391,2.12433,1.02239,2.43078,2.23233,2.91957,0.432592,2.64091,2.52512,2.81914,0.541023,2.80743,2.62753,1.25886,-1.48303,2.33826,2.33227,0.997831,-0.0570981,2.07808,2.06869,2.07217,0.815612,2.9298,2.90236,0.873704,2.92699,2.58581,2.44907,140,3,0.680987,3,3.99968
2.75436,-0.688741,1.49267,1.37678,2.39463,-0.761941,1.16036,1.02832,1.39142,-0.840668,0.554383,0.342061,2.75436,2.45285,1.2791,1.16993,3.02217,2.56342,1.57939,1.47917,2.75927,2.6333,1.78013,1.60442,1.0095,0.0060918,-0.0519539,-0.0514648,1.59781,2.06641,1.56763,1.56415,1.65175,-3.10365,1.68169,1.64188,1.04605,-1.64875,0.752791,0.690689,86,2,0.191285,3,2.23238
2.57887,-0.447632,2.65709,2.51304,4.11706,-0.718227,2.7536,2.69181,2.83406,-0.728185,2.84542,2.66699,2.57887,2.69396,3.50515,3.35975,1.94524,-3.07205,3.59677,3.3639,2.28758,-3.11069,3.82933,3.57486,0.506766,-1.80745,3.45062,3.41414,1.29267,-2.46332,3.30364,3.29786,1.47867,2.61715,3.85955,3.80676,2.63306,-0.557683,2.5241,2.50705,70,1,2.63306,1,0.0824045
2.40621,-1.59169,5.4309,5.26676,2.93515,-1.1378,5.1927,5.07668,2.53296,-1.26232,5.4126,5.19606,2.40621,1.5499,2.01235,1.85495,3.88119,2.24798,2.31364,2.24548,2.86449,2.24953,2.27717,2.10487,0.675124,-0.823636,4.28735,4.26644,0.212086,-1.5406,3.05996,2.881,3.03622,2.20733,2.04686,2.03425,1.94304,-1.41044,5.58726,5.55598,117,2,2.23583,5,3.95461
2.26193,3.05148,-6.77161,-6.58937,1.1622,-3.1324,-7.46904,-6.97879,1.11927,2.9085,-7.83959,-7.17525,2.26193,-0.0901173,-4.71792,-4.53571,2.02045,-0.195279,-4.6082,-4.38875,0.909961,-0.279086,-4.77326,-3.94923,0.292777,-1.71592,-8.73572,-8.63333,0.448722,0.333834,-5.31856,-5.27238,0.601159,-0.722902,-3.28707,-3.03029,1.18155,2.65909,-6.76129,-6.68084,82,0,0,1,0.887338
0.395157,-0.00293461,5.27467,3.90756,0.471535,2.81061,5.09732,3.89335,0.670959,2.22413,5.91598,4.83294,0.395157,3.13866,3.5989,2.24202,0.518144,-2.42116,3.3314,2.2226,0.130309,-2.18774,3.92248,1.33099,0.598238,1.45058,3.83518,3.8087,0.816527,-0.0159862,1.49636,1.48335,0.896673,-3.03743,1.32029,1.20753,0.48346,-3.0148,6.12578,5.76864,83,1,0.0577099,1,0.0816473
1.84261,0.768075,-2.2226,-1.97598,1.92583,1.20375,-2.0594,-1.8319,1.41125,1.20512,-2.72908,-2.23131,1.84261,-2.37352,-1.68831,-1.45531,2.23557,-2.90933,-1.50176,-1.33656,1.61703,-2.93866,-1.4839,-1.1206,0.643686,-0.326166,-1.85731,-1.83545,0.405757,1.56651,-2.0502,-1.99621,1.74625,-2.70927,-0.915742,-0.888169,1.52781,1.63965,-2.44609,-2.39721,93,1,1.52781,2,1.87513
3.27673,-2.31497,0.768297,0.708566,4.94038,-2.25421,0.621191,0.597227,3.08549,-2.23078,0.560533,0.485892,3.27673,0.82662,0.487339,0.445938,2.13095,0.720241,0.964333,0.821147,1.28701,0.799422,0.516062,0.301712,2.39248,-2.1148,0.75785,0.756764,0.621001,2.29486,-0.279524,-0.272886,1.38626,0.33635,0.592283,0.561226,0.761216,-2.60303,-0.221813,-0.186548,350,13,8.83089,6,2.35378
1.84442,0.813688,-2.2477,-2.00109,1.79655,0.993823,-2.21293,-1.9566,1.72593,0.844614,-1.97408,-1.6087,1.84442,-2.3279,-3.57986,-3.32654,1.69263,-2.18354,-3.68141,-3.39211,1.33226,-2.23348,-3.70655,-3.16525,1.74816,0.666683,-1.86187,-1.85884,1.2185,-2.81983,-2.82764,-2.82117,0.745153,-1.10253,-3.81158,-3.62984,0.30946,2.39807,-1.42177,-0.906969,171,2,1.82263,4,0.562557
0.952758,-2.11238,-4.83458,-4.21141,0.960371,-0.648573,-4.99411,-4.37656,0.521968,-0.63894,-6.14739,-4.8364,0.952758,1.02921,-3.34109,-2.72085,1.7902,0.582196,-3.25429,-2.98942,1.47651,0.499744,-3.2645,-2.78998,0.502411,-0.974223,-6.10322,-6.06605,1.6224,0.222558,-2.62158,-2.61793,0.451842,2.25746,-3.59107,-3.19917,0.17201,0.651875,-4.7199,-3.60893,88,2,0.948677,1,0.239884
2.2564,-1.07355,6.81804,6.63505,1.96252,-0.602257,7.08536,6.85532,1.15266,-0.806194,7.58897,6.94607,2.2564,2.06804,5.92542,5.74244,2.42291,1.85401,5.90376,5.74154,1.7655,1.78705,5.97548,5.60079,1.1384,-1.12153,7.4823,7.47484,1.60236,1.71859,5.99486,5.99108,0.199667,2.36821,5.55998,4.57908,0.360009,0.567819,6.56605,6.03708,73,1,1.1384,4,2.79081
2.52937,-2.69972,2.60792,2.45914,3.06469,-2.64142,2.47388,2.36819,2.72837,-2.69013,2.4688,2.28044,2.52937,0.441869,2.81573,2.66631,2.00477,0.256314,2.99856,2.77766,1.57117,0.198668,3.01631,2.5801,2.29411,-2.91309,2.47079,2.46897,0.869049,-0.779785,3.06399,3.05131,1.30352,0.784763,2.34183,2.27612,0.706,-1.8885,1.98397,1.79389,204,7,4.35884,1,0.587485
2.33743,-2.05445,3.52256,3.35047,3.13936,-2.82407,3.23289,3.13043,3.05138,-2.86156,3.38995,3.23169,2.33743,1.08714,-1.28963,-1.14508,2.27125,0.673079,-1.30886,-1.15635,1.23758,0.659048,-1.88089,-1.33643,1.24,-2.31038,3.65188,3.64559,0.23437,2.99339,-2.97954,-2.82868,1.40985,0.538669,-1.00347,-0.959886,2.09804,3.10695,3.0144,2.98759,75,2,1.69347,2,1.36688
1.33763,-0.448661,1.17382,0.862452,1.19179,-0.535337,1.51966,1.11072,1.05427,-0.741829,1.37083,0.813831,1.33763,2.69293,2.05363,1.66626,1.80931,-3.14124,1.96386,1.71531,1.12106,-3.06493,2.91754,2.26235,0.264312,2.05426,-0.642463,-0.575688,0.476659,-0.333608,2.62361,2.58292,1.56972,3.09684,2.21007,2.16408,1.30603,-0.810421,1.26287,1.20652,87,1,1.30603,0,0
2.66242,2.36497,-7.15964,-7.0218,2.68308,2.33181,-6.87582,-6.73984,1.13161,2.35531,-6.98353,-6.32724,2.66242,-0.776623,-6.17598,-6.03815,2.91272,-1.19163,-5.99354,-5.87593,2.56274,-1.05009,-5.98036,-5.76788,1.22139,2.84197,-6.68462,-6.67813,2.29313,-1.16156,-5.99502,-5.99317,0.38162,-0.31799,-5.49863,-5.00696,0.573586,0.875339,-6.05127,-5.7741,204,3,1.58723,5,3.25664
2.13749,1.43655,5.23157,5.03137,2.55223,1.8063,5.05531,4.90697,1.40325,1.90557,5.72622,5.21752,2.13749,-1.70504,0.824781,0.696599,1.74772,-1.07614,0.728707,0.571588,1.44361,-1.23363,0.450997,0.281781,1.04718,2.82506,5.43133,5.42253,1.19119,-1.50549,0.846199,0.84151,0.435914,-0.409808,-0.918803,-0.650534,1.13316,1.07998,5.12886,5.04197,75,2,0.50486,1,1.19119
1.75243,1.37751,-7.31516,-7.04033,2.16463,1.48669,-7.19403,-6.99794,2.30159,1.56433,-7.46627,-7.21392,1.75243,-1.76408,-6.6119,-6.33707,1.38676,-1.72651,-6.68134,-6.29398,1.6032,-1.4411,-6.79238,-6.36452,0.945649,2.31742,-7.73914,-7.72837,0.790274,-2.55117,-5.9157,-5.90034,1.43812,-0.926457,-6.67145,-6.61575,1.73658,1.18272,-6.97192,-6.93307,120,3,1.81675,2,1.95555
1.58185,3.12509,2.72126,2.4044,1.53626,-2.94769,2.77587,2.44476,0.876829,-2.94118,2.68036,1.84638,1.58185,-0.0165042,3.47188,3.15203,2.00269,-0.59723,3.29898,3.07708,2.27249,-0.425422,3.51156,3.25472,0.527098,-0.813791,1.20808,1.17989,0.550749,-1.45819,4.10854,4.07744,2.04568,-0.192122,3.03732,3.00915,1.23895,2.97242,2.20724,2.13545,149,3,0.191377,4,2.55835
1.64359,2.58413,-4.28912,-3.98633,1.60286,1.97907,-4.29658,-3.98223,1.37682,2.13585,-4.73738,-4.21657,1.64359,-0.557458,-6.03416,-5.73122,1.84538,0.0129162,-6.03232,-5.77871,0.503168,-0.276733,-6.62864,-5.28351,1.22379,2.59806,-3.78395,-3.7775,1.06412,-0.700419,-5.09154,-5.08301,0.639811,2.11194,-5.78201,-5.54847,0.614022,1.04119,-5.12563,-4.87635,97,3,0.564384,1,0.669132
4.43394,2.83283,-1.07675,-1.03428,4.43761,2.69981,-1.16081,-1.11678,3.24863,2.71999,-1.20068,-1.08464,4.43394,-0.308762,-2.16381,-2.11112,4.97983,-0.104194,-2.05005,-2.00811,3.49605,-0.087464,-2.09207,-1.97112,1.39103,-2.9186,-1.0596,-1.05567,2.23245,0.230974,-2.17205,-2.17015,1.5432,-0.5575,-1.74363,-1.69793,2.29438,2.34712,-1.1201,-1.10189,87,3,3.31434,5,4.44339
1.89971,0.571711,-1.1222,-0.935197,2.23493,0.293683,-1.09327,-0.950155,1.69771,0.166535,-0.735348,-0.51746,1.89971,-2.56988,-0.331595,-0.262035,1.43081,-2.41118,-0.101809,-0.0703341,1.49671,-2.6467,0.326531,0.206563,1.78086,-0.0356576,-0.326042,-0.325079,1.76554,-2.49364,0.166955,0.16644,0.366131,1.32082,0.525346,0.321949,0.360687,1.86766,-1.5059,-1.05652,192,2,2.09392,2,2.27937
1.38072,-2.77417,-1.72649,-1.37119,1.73561,2.29402,-1.45739,-1.21489,0.866718,1.74046,-2.04063,-1.24596,1.38072,0.367424,2.4451,2.06407,2.44498,-0.0652976,1.87109,1.71997,1.37087,-0.515757,2.42091,1.91134,0.591004,0.731854,-0.271838,-0.264728,1.17216,0.294914,1.88236,1.87564,1.01928,-1.50109,2.05012,1.94855,0.74458,2.47679,-2.13859,-1.96237,134,4,0.953003,2,0.739588
2.74812,-1.31041,-4.5359,-4.40555,1.47805,-1.33493,-4.18948,-3.83571,1.35396,-1.36633,-4.01036,-3.47914,2.74812,1.83118,-5.94447,-5.81409,3.55,1.64859,-5.6481,-5.56597,3.06525,1.8101,-5.59066,-5.43321,1.24252,-1.36913,-4.02367,-4.0174,1.42673,2.21895,-5.87372,-5.86896,1.84544,1.49769,-5.13643,-5.10187,0.111496,-1.33506,-3.84809,-2.34411,191,4,1.47562,5,4.00245
1.03709,-0.736058,-3.76525,-3.20196,1.91264,0.290167,-3.395,-3.156,1.12488,0.0325871,-3.98242,-3.32271,1.03709,2.40553,-2.23896,-1.69727,1.30047,1.68256,-2.28251,-1.87292,0.828073,1.44725,-2.36592,-1.50572,0.512543,-0.0649702,-4.61697,-4.58121,0.850131,2.20105,-2.16664,-2.15369,0.617987,0.220155,-0.98342,-0.807624,0.616794,0.113615,-2.62471,-2.3805,104,4,1.14859,0,0
2.13116,1.40357,-2.68697,-2.48805,4.13481,1.08095,-2.29057,-2.23008,3.10685,1.12419,-2.44764,-2.29645,2.13116,-1.73802,-1.11737,-0.961131,1.90868,-2.05323,-0.278177,-0.219776,1.4353,-2.4819,-0.586879,-0.370332,2.41737,0.927834,-2.52093,-2.51929,0.294727,-0.265023,0.884308,0.814458,1.62982,-2.62679,-0.675941,-0.650465,0.87409,1.6941,-1.9097,-1.77805,122,6,4.24451,2,1.72152
3.40055,2.3412,3.15505,3.0665,3.216,2.23586,3.44429,3.34609,2.85645,2.1417,3.48728,3.31016,3.40055,-0.800392,4.79463,4.70574,5.37377,-0.573914,4.37043,4.33293,2.94322,-0.605799,4.52413,4.35542,2.72342,2.15638,3.45986,3.45855,1.78956,-0.11027,4.31469,4.31166,1.61183,-1.16196,4.44682,4.402,0.139186,1.85043,3.88296,2.58393,79,2,2.8626,5,5.63267
3.13691,2.21346,-1.07135,-0.991635,5.62479,2.40971,-1.15394,-1.12596,5.01884,2.41525,-1.3024,-1.24711,3.13691,-0.928128,-2.55429,-2.4527,1.71164,-1.23857,-2.5281,-2.248,1.0857,-1.25239,-3.59798,-2.91329,2.14705,2.8227,-1.25796,-1.25616,1.23278,-1.65564,-2.55427,-2.54798,0.486151,0.417699,-3.89406,-3.54017,3.16409,2.143,-1.25122,-1.24103,292,8,7.97361,11,5.17978
1.97062,0.836043,2.79054,2.56418,3.17723,1.32897,2.98401,2.88398,1.52743,1.41477,2.63306,2.18436,1.97062,-2.30555,5.76493,5.53642,1.67265,-2.17077,5.87864,5.58359,1.3084,-2.22762,6.23404,5.67952,1.10712,1.97785,1.67523,1.66788,0.627702,-1.71276,6.74939,6.72526,0.822369,-2.61294,5.07285,4.91898,0.835956,0.629588,2.91917,2.77059,70,1,0.545589,1,0.162326
0.783268,0.92183,-1.05384,-0.554395,1.212,0.944508,-1.01838,-0.698373,0.852719,0.716492,-2.11639,-1.3013,0.783268,-2.21976,1.22261,0.667202,1.39543,0.107191,0.678487,0.479796,1.62816,0.145324,1.29466,0.957117,0.290993,-2.30618,0.0707877,0.0638358,1.83775,0.236572,0.820611,0.81867,0.26234,-2.30395,2.10909,1.40034,1.14218,0.746722,-1.8409,-1.75982,105,2,1.9327,2,2.16496
1.21714,-0.694627,-2.69609,-2.24101,2.10738,-0.146773,-2.04233,-1.84568,1.40365,0.0601841,-2.60462,-2.10553,1.21714,2.44697,-1.23205,-0.872976,2.01584,1.40189,-1.10558,-0.936169,1.0208,1.1561,-0.882866,-0.464309,0.446,-2.52735,-2.23212,-2.18652,1.39371,1.45081,-0.54994,-0.547448,0.511599,-1.07258,-0.412881,-0.301053,1.7983,0.191048,-2.12048,-2.08522,94,5,2.48821,1,1.39371
1.81377,-0.398937,2.50408,2.24802,2.78913,0.199824,2.32039,2.19612,1.98045,0.278269,2.29886,1.99018,1.81377,2.74266,3.72736,3.46719,1.36316,2.20253,3.81949,3.42339,0.627064,1.54148,5.00487,3.86181,1.09766,0.182109,2.70359,2.69564,0.92345,1.37943,3.2563,3.24504,0.320964,-2.08285,5.37897,4.77219,0.89409,0.396415,1.34915,1.23481,79,1,1.09766,1,0.0760613
3.35115,-3.01831,-2.78148,-2.69094,1.63127,-1.02851,-2.34641,-2.04762,1.04135,-1.09162,-2.75099,-2.04539,3.35115,0.123287,-1.66478,-1.58033,2.58179,-0.651879,-1.69901,-1.56434,1.56658,-0.664126,-2.07583,-1.65583,0.28553,1.94695,-3.44624,-3.33935,0.361685,2.53555,-1.22097,-1.16329,1.92777,-0.653235,-1.78551,-1.75554,1.32569,-1.11378,-1.7358,-1.67502,109,2,0.141436,4,4.30538
1.5618,2.25205,0.389408,0.284166,1.41695,1.69893,0.718501,0.514018,0.973478,1.83419,1.24685,0.683961,1.5618,-0.88954,-0.984561,-0.756316,1.60363,-0.958048,-0.830294,-0.634951,1.42295,-1.06946,-1.56961,-1.1346,0.503099,-0.804757,1.13586,1.10591,0.400816,2.60425,-1.7117,-1.65829,1.78,-0.954962,-1.0376,-1.00903,1.43497,2.00391,0.56294,0.534994,107,0,0,1,1.78
2.42765,0.366782,-3.56444,-3.40306,2.59863,0.698893,-3.39343,-3.25002,1.90468,0.800162,-3.74952,-3.41393,2.42765,-2.77481,0.607552,0.524813,4.05413,2.70613,0.233011,0.218766,2.62359,2.7205,0.366389,0.300803,0.360124,-1.37245,-2.85671,-2.78723,1.85859,-3.12395,0.183422,0.182912,1.22836,2.02243,0.499994,0.466406,2.12935,0.940028,-3.55792,-3.53178,82,5,3.1909,2,0.670618
2.89837,3.042,0.844046,0.765005,0.299113,0.859608,3.26029,1.66348,0.464436,1.1899,4.1328,2.71672,2.89837,-0.0995963,-1.4916,-1.38561,2.98597,0.1165,-1.51215,-1.41113,2.1577,-0.0522185,-2.07484,-1.8073,0.918209,0.791778,2.22027,2.20912,0.510874,1.33916,-1.20393,-1.17405,2.12679,-0.290829,-1.99591,-1.97065,0.522125,-2.7019,3.67551,3.35673,107,5,1.42046,3,2.47163
1.71289,-2.42957,6.34173,6.05712,1.38803,-1.66238,6.10645,5.71959,1.5943,-1.73435,5.82657,5.39552,1.71289,0.712025,7.36124,7.07664,1.92424,0.385856,7.25687,7.01948,1.54034,0.28819,7.60265,7.1514,1.39101,-2.33434,5.27478,5.26977,0.808469,0.621016,6.28606,6.27137,0.819943,-0.0398018,8.08155,7.92688,0.90332,-0.680239,5.69659,5.56592,75,1,0.118152,3,1.6045
2.86627,-0.77677,-3.18831,-3.06774,4.83576,-0.25725,-3.48378,-3.43794,1.91324,-0.1087,-3.59132,-3.25811,2.86627,2.36482,-5.94296,-5.82193,1.79456,2.8278,-6.32683,-6.06191,2.0961,2.68578,-6.4454,-6.15387,1.12013,-0.967138,-3.35369,-3.34601,0.990525,-2.6342,-6.10062,-6.09079,1.73325,2.1974,-6.2279,-6.1889,1.45385,0.513838,-3.24783,-3.19344,81,2,2.81654,2,2.09831
2.00933,2.93142,-3.66035,-3.43925,2.35743,2.84537,-3.49713,-3.32753,2.10492,2.92441,-3.52164,-3.23264,2.00933,-0.210172,2.59618,2.37778,3.27131,0.371387,2.11035,2.01796,2.52212,0.509497,2.34871,2.13555,1.39573,2.32967,-2.99613,-2.99118,0.389903,2.03063,1.44503,1.39142,2.53288,0.355138,2.28418,2.26593,1.22958,-2.66946,-3.56257,-3.48797,122,2,0.626463,2,3.08964
4.78926,-1.25417,2.77396,2.72755,8.23302,-0.745907,3.08691,3.07065,7.34608,-0.755567,3.12036,3.08926,4.78926,1.88742,6.01359,5.9668,4.54945,0.997593,5.79958,5.74798,3.91667,1.15587,5.6891,5.58694,4.60813,-0.909355,3.00104,3.00059,1.1832,0.940429,6.20199,6.19508,2.77238,1.24723,5.33239,5.31678,2.88018,-0.507962,3.24332,3.22889,486,12,12.4771,11,6.74291
3.6125,3.11223,-1.63859,-1.56528,1.5803,-3.08631,-2.24466,-1.93334,1.80839,3.06331,-1.95259,-1.61077,3.6125,-0.0293668,1.56514,1.49275,6.00507,-0.120545,1.01568,0.992576,4.08466,-0.189727,1.15017,1.074,1.74136,-2.83169,-1.65286,-1.64989,1.2504,-0.173532,0.466692,0.464003,2.8345,-0.196871,1.36703,1.35393,0.687824,1.78237,-1.72232,-1.53013,112,1,0.126079,5,5.14772
1.75611,0.159612,-4.28745,-4.01365,1.20768,-1.09008,-4.44273,-3.97633,0.840001,-1.44266,-4.9427,-4.05305,1.75611,-2.98198,-4.25171,-3.97791,3.71062,-2.64544,-3.6049,-3.52934,2.25096,-2.81033,-3.52591,-3.26521,0.774854,-0.0767722,-3.64228,-3.62634,0.750563,-2.67153,-4.22538,-4.20839,1.51119,-2.8791,-2.81373,-2.76341,1.02036,-2.28097,-4.45909,-4.35396,96,1,0.0209579,2,0.850987
3.66826,2.92922,-3.02449,-2.94757,3.52137,2.50805,-2.88874,-2.80593,1.51973,2.36081,-2.84143,-2.3872,3.66826,-0.212377,-4.18681,-4.10954,1.79832,-0.726403,-4.41713,-4.15317,1.26356,-0.757409,-4.94887,-4.37082,1.75008,2.57502,-2.42185,-2.41873,0.604331,-2.50362,-4.766,-4.74002,1.49275,-0.347386,-4.27426,-4.22239,0.417892,0.317072,-2.73272,-2.30173,116,3,2.62796,0,0
1.52561,2.10147,2.33983,2.01043,0.304784,-2.79937,4.77138,3.15927,0.840182,3.05352,4.40004,3.51106,1.52561,-1.04012,-1.16964,-0.907741,3.3384,-0.913763,-0.545364,-0.501232,1.74742,-0.919616,-1.16387,-0.872888,0.710731,-1.50489,3.7983,3.7794,0.834437,-0.327544,-0.103615,-0.1022,1.15322,-1.3353,-1.49368,-1.41823,1.18077,2.4165,3.43833,3.35796,54,1,0.921953,5,1.62635
0.326702,3.01053,7.05251,5.50518,0.511164,2.97724,5.5527,4.42137,0.305601,1.55542,6.42392,4.6021,0.326702,-0.131065,8.75073,7.20339,0.333072,0.923593,8.72758,7.19865,0.712192,0.043089,8.05401,7.02334,0.7882,-0.48544,4.53651,4.52108,0.215636,-1.08768,9.0616,8.88665,0.650294,0.347793,6.37702,6.14947,0.965846,2.37018,4.77796,4.66193,162,1,0.496311,2,0.687025
4.466,2.14838,4.32938,4.27596,5.12671,2.24242,4.19278,4.15173,2.67952,2.4111,4.43682,4.23939,4.466,-0.993216,1.95785,1.9066,0.947756,-2.5415,1.70407,1.14916,1.61447,-2.74103,1.35181,1.0031,0.304321,-1.87006,4.92055,4.82511,1.47152,-2.25527,1.21811,1.21435,0.755044,2.39906,0.770213,0.661084,2.82031,2.31292,4.18206,4.16698,350,8,6.95892,11,5.97678
4.40737,0.562386,0.19522,0.18493,4.87507,0.484889,0.0662563,0.0633305,3.91533,0.561735,-0.0348446,-0.0314597,4.40737,-2.57921,0.279568,0.265008,3.88956,-2.47968,0.430603,0.403274,1.73954,-2.59232,0.922693,0.671053,0.190181,0.0424444,1.60007,1.40511,1.1151,-1.71503,0.698595,0.693916,1.33773,2.99503,0.690444,0.653033,3.75141,0.586896,-0.156179,-0.154855,99,2,3.77893,2,2.65565
0.400627,-0.376121,3.33627,1.99888,0.819141,2.30621,2.62415,1.90578,0.238543,1.3019,4.68094,2.62164,0.400627,2.76547,-2.87688,-1.56387,0.246469,-0.884156,-3.35821,-1.58096,0.284528,-1.94421,-3.75072,-1.88202,0.79191,-3.03785,2.39015,2.37511,0.71374,2.26754,-2.3749,-2.35646,0.886191,-1.15959,-1.66042,-1.53593,0.906409,0.35138,2.94354,2.81446,85,0,0,1,0.0872942
4.0822,-1.98385,0.301231,0.28324,3.4824,-2.16304,0.495582,0.45785,4.21435,-2.23005,0.442054,0.406271,4.0822,1.15774,-0.691807,-0.654637,4.24598,1.12279,-0.530652,-0.502718,3.62263,1.0632,-0.83806,-0.760122,1.18709,-2.15703,-0.219242,-0.217765,2.2816,0.694167,-0.830146,-0.828875,1.70625,1.56654,-0.695558,-0.671688,3.03166,-2.25861,0.669989,0.662367,221,5,5.34726,9,6.5771
1.4032,3.07666,-1.68835,-1.34312,1.01589,2.27944,-1.81852,-1.29186,0.734259,2.67455,-1.69924,-0.858894,1.4032,-0.0649324,-2.75828,-2.38178,2.26211,-0.185356,-2.33709,-2.15891,1.62535,-0.219292,-2.8192,-2.40382,0.835199,1.30238,-0.622839,-0.615258,0.660747,-1.34909,-3.11622,-3.09448,1.47022,0.199245,-2.13593,-2.08406,0.997334,-2.64554,-1.13228,-1.04505,133,0,0,2,1.34783
1.72788,-0.719058,-2.45077,-2.17544,2.15666,-1.32871,-2.46998,-2.27612,1.42581,-1.27072,-2.83287,-2.34012,1.72788,2.42253,-1.62477,-1.37098,1.64004,3.06915,-1.69602,-1.41829,1.23842,2.80649,-1.52428,-1.02229,0.748584,-0.317825,-1.65498,-1.63912,0.958737,-2.54138,-0.643349,-0.637422,1.02145,1.95026,-1.44597,-1.35307,1.16475,-1.8221,-2.86492,-2.7829,116,1,1.16475,1,0.165833
2.69303,2.92781,1.63396,1.51005,4.28598,2.73412,1.94992,1.89457,3.96482,2.68531,1.88888,1.79386,2.69303,-0.213778,3.4473,3.31251,2.33343,-0.725602,3.47777,3.30523,1.48916,-0.68965,4.35374,3.8824,0.177662,-0.0134425,1.99551,1.76619,1.22992,-0.612422,3.31553,3.30915,0.279513,-1.03602,5.68105,4.97322,4.12605,2.70377,1.8021,1.79537,92,2,4.38354,3,0.193111
1.51746,1.38323,2.02257,1.69816,1.6327,1.99682,1.97183,1.68152,1.15825,2.23896,2.49638,1.87402,1.51746,-1.75837,2.06172,1.73612,1.884,-2.25073,-1.27924,-1.0766,1.13405,-2.9823,-1.91708,-1.31527,0.432085,0.172144,2.78308,2.73385,1.11451,-2.54329,-1.82762,-1.82023,0.489993,1.98854,-0.740685,-0.543635,1.41584,2.51069,1.63738,1.58441,123,2,0.163001,1,1.11451
2.43338,-0.762641,-0.497111,-0.427662,3.7264,-0.977396,-0.760741,-0.713642,2.61098,-1.20071,-0.6697,-0.557326,2.43338,2.37895,-3.10239,-2.94212,2.18619,2.77634,-3.1354,-2.9434,1.29604,2.83077,-3.79638,-3.23652,1.43383,-0.577185,-0.697505,-0.694667,1.33835,2.83058,-2.79844,-2.79307,0.0423158,-0.316833,-6.74063,-4.28043,1.67172,-1.72525,-0.46143,-0.443706,179,3,3.26016,3,1.00499
2.87448,0.74748,2.48165,2.36311,2.20387,0.499583,2.69569,2.50746,0.779477,0.333046,2.67017,1.7436,2.87448,-2.39411,0.650004,0.583948,4.10035,-2.63183,0.907637,0.863114,3.6265,-2.60521,0.760247,0.687641,0.658977,-1.52663,1.34773,1.32861,1.6192,3.13771,0.586852,0.584902,2.38787,-2.24893,0.769638,0.756186,1.1552,0.911589,2.05151,1.97059,173,5,1.86302,3,2.79437
5.86528,-0.989009,4.86343,4.83176,2.38874,-0.212354,5.57371,5.40751,2.21588,-0.294775,5.35813,5.09041,5.86528,2.15258,4.83819,4.80651,5.1153,2.21637,4.98594,4.9447,5.0471,2.08249,4.95274,4.88876,0.277266,-1.08437,6.67387,6.56094,2.16097,1.76968,4.64546,4.64338,3.06403,2.30126,5.07365,5.06084,2.03022,-0.197649,4.81754,4.78882,377,2,2.30402,7,8.41188
2.19893,1.83547,4.34331,4.15235,1.20336,1.71114,4.53436,4.06575,1.40679,2.38993,4.88934,4.38232,2.19893,-1.30613,3.65069,3.45997,3.54166,-1.17188,3.63532,3.55295,2.6718,-1.09988,3.70633,3.50819,0.431975,1.48254,3.18274,3.13327,1.6519,-0.555153,3.5135,3.50995,1.52242,-1.697,3.55627,3.50636,1.19047,2.67987,4.99905,4.91971,122,6,2.6147,2,3.17432
2.5139,-1.59597,0.939438,0.831551,2.07722,-1.15522,0.421881,0.345357,1.8455,-1.2048,-0.0417653,-0.0293823,2.5139,1.54562,0.696988,0.609705,3.06707,1.08402,0.849019,0.777079,1.59844,1.37685,1.51879,1.14651,1.58034,-1.13076,0.39223,0.390783,0.261521,0.346605,-0.48701,-0.433165,1.48093,1.52885,1.62312,1.57457,0.293751,-1.6141,-1.61982,-1.04203,121,3,2.03135,2,1.78302
