cLO_pT,cLO_phi,cLO_eta,cLO_rap,c_pT,c_phi,c_eta,c_rap,chad_pT,chad_phi,chad_eta,chad_rap,cbarLO_pT,cbarLO_phi,cbarLO_eta,cbarLO_rap,cbar_pT,cbar_phi,cbar_eta,cbar_rap,cbarhad_pT,cbarhad_phi,cbarhad_eta,cbarhad_rap,d1_pT,d1_phi,d1_eta,d1_rap,d1bar_pT,d1bar_phi,d1bar_eta,d1bar_rap,d2_pT,d2_phi,d2_eta,d2_rap,d2bar_pT,d2bar_phi,d2bar_eta,d2bar_rap,d3_pT,d3_phi,d3_eta,d3_rap,d3bar_pT,d3bar_phi,d3bar_eta,d3bar_rap,d4_pT,d4_phi,d4_eta,d4_rap,d4bar_pT,d4bar_phi,d4bar_eta,d4bar_rap,multiplicity,chad_cone_mult,chad_ptcone,cbarhad_cone_mult,cbarhad_ptcone
0.609553,1.04549,4.54302,3.5668,0.946178,1.00284,4.03808,3.41059,0.566834,0.535179,5.03913,3.75485,0.609553,-2.0961,0.443792,0.171768,2.62549,-1.78003,0.882999,0.786612,1.61459,-1.88093,0.737238,0.491083,0.808631,-0.320909,3.52376,3.50911,0.729124,-1.42461,1.27927,1.2639,0.611857,2.0457,4.58705,3.92582,1.0124,-2.20386,0.0910783,0.0641828,0.400663,2.27459,4.34778,3.88626,0.239564,1.65646,4.80015,3.97164,0.380844,-2.37686,-0.0563479,-0.0344292,0.640607,-2.10134,0.176733,0.140257,85,1,0.643302,1,0.640607
1.66797,0.899265,-1.64475,-1.37633,2.48724,0.520027,-1.29573,-1.08994,1.6418,0.502463,-1.43432,-1.05862,1.66797,-2.24233,1.63509,1.36717,3.05886,-1.49481,1.01563,0.934752,1.84101,-1.61143,1.47185,1.14364,0.130983,-2.58698,0.699268,0.497684,0.436527,0.188438,1.04971,1.01204,1.77262,0.506315,-1.39295,-1.26919,1.98616,-1.82714,1.26873,1.17074,0.691066,0.452184,-1.5289,-1.34492,1.08321,0.54084,-1.29531,-1.21514,0.831974,-1.89814,1.38563,1.25494,1.15779,-1.77615,1.174,1.10599,192,4,2.00634,10,4.06531
1.19612,-0.817797,5.69527,5.22282,1.00728,-1.92833,5.86998,5.28568,0.822381,-1.2144,7.02659,6.07334,1.19612,2.3238,2.7388,2.27281,1.3807,2.16475,2.70334,2.31884,1.07072,2.10859,2.44182,1.72778,0.257547,0.181887,7.68634,7.55759,0.362309,-0.537563,1.09205,1.03758,0.81798,-1.52967,6.10113,5.62374,1.4001,2.23193,2.09943,1.89429,0.277314,-1.55912,6.53652,5.82266,0.540847,-1.51457,5.77253,5.46951,0.533471,2.09503,2.15058,1.85253,0.874659,2.31526,2.05771,1.92451,73,1,0.277314,2,1.40813
0.68439,2.76607,-5.75241,-4.87321,0.930612,2.16051,-5.78431,-5.14414,0.466756,2.67856,-5.94467,-4.47823,0.68439,-0.375526,-7.54965,-6.67041,1.25188,0.895175,-7.23152,-6.78641,1.76623,0.981771,-7.15822,-6.75451,0.608624,1.23278,-3.95803,-3.93242,0.771803,1.95703,-7.10977,-7.09368,0.719333,-2.60828,-5.31521,-4.76015,1.47847,0.534885,-6.79767,-6.60397,0.477547,-2.37602,-5.13389,-4.77046,0.277324,-3.01583,-5.46141,-4.74763,0.589289,0.640475,-6.9461,-6.68025,0.894624,0.465407,-6.67947,-6.54656,95,1,0.0709659,2,0.686298
1.58916,0.815402,-7.85538,-7.53685,1.39165,0.888281,-7.95779,-7.57232,1.45735,1.18654,-7.89866,-7.3795,1.58916,-2.32619,-7.77364,-7.45511,1.79651,-2.38357,-7.69369,-7.42921,1.00158,-2.63889,-7.68502,-6.89422,1.18362,1.61178,-7.61897,-7.61207,0.271027,-0.887858,-5.66799,-5.55038,0.618193,0.275967,-7.80426,-7.1471,1.08348,-2.88753,-7.56975,-7.2525,0.323609,0.561182,-7.89982,-7.29874,0.320848,-0.0117736,-7.60215,-6.99507,0.705243,-2.97973,-7.44836,-7.24897,0.386726,-2.71883,-7.74076,-7.25734,231,2,1.50723,2,1.09197
5.73971,2.20559,-0.967457,-0.942944,6.90259,2.23043,-0.868936,-0.852863,5.87006,2.30801,-0.980743,-0.941067,5.73971,-0.936004,-1.10917,-1.08277,4.42587,-1.23796,-0.851735,-0.814651,3.18221,-1.20032,-0.785641,-0.684344,3.45016,2.29832,-1.11017,-1.10951,0.655556,-1.9136,-0.0666265,-0.0651681,2.42029,2.32181,-0.771582,-0.720234,2.72049,-1.04199,-0.881664,-0.835898,1.13109,2.40588,-0.718796,-0.666531,1.29668,2.2485,-0.812569,-0.768006,1.06487,-1.01594,-0.840864,-0.775802,1.65621,-1.05874,-0.907041,-0.876726,514,24,10.0264,25,8.48378
1.6082,2.6731,0.784534,0.598102,2.21028,2.89378,0.98634,0.849241,1.87839,2.73428,0.585639,0.41573,1.6082,-0.468491,2.18851,1.88617,1.87704,-1.02046,1.9612,1.72645,1.69236,-0.947376,2.35932,1.94325,0.468638,2.20492,1.53759,1.499,0.744942,-1.7364,1.37186,1.35672,1.49278,2.89349,0.082975,0.0686111,1.28163,-0.522191,2.46737,2.22671,0.906601,2.95889,0.0167363,0.0146985,0.591089,2.79309,0.183095,0.140849,0.667594,-0.406048,2.56148,2.34659,0.623357,-0.646616,2.33927,2.10156,261,5,2.29038,6,2.10021
1.55141,2.81904,0.261444,0.188979,1.98973,-3.06691,0.0131984,0.0105392,2.03526,-2.87408,0.312197,0.226138,1.55141,-0.322557,-3.95125,-3.62159,3.08371,-0.993372,-3.29249,-3.18663,2.70031,-1.15953,-3.67172,-3.45897,1.02902,-2.11922,0.329782,0.326893,0.365944,0.434719,-3.90887,-3.84103,1.4664,2.90751,0.203341,0.167447,2.73348,-1.29377,-3.47129,-3.40644,0.56658,2.87299,0.350187,0.266293,0.900365,2.92923,0.108353,0.0950512,1.41465,-1.37557,-3.43408,-3.37675,1.3286,-1.20666,-3.50237,-3.43782,93,1,0.355625,3,2.98866
1.08731,-0.00711724,-5.81217,-5.27929,1.03501,1.06908,-5.90017,-5.33443,0.870208,1.23391,-6.47058,-5.56505,1.08731,3.13448,-3.93981,-3.40763,1.03765,-2.54173,-3.97219,-3.40889,0.696862,-2.05666,-3.87776,-2.78369,0.457526,-2.20556,-5.43287,-5.38839,0.662171,-1.60193,-2.04294,-2.02194,1.31446,1.13158,-5.85202,-5.61607,0.308201,2.99298,-4.53169,-3.29401,0.511129,0.98948,-5.86951,-5.54001,0.811719,1.22087,-5.83035,-5.67299,0.101657,3.05926,-4.66939,-3.07041,0.206877,2.96044,-4.45464,-3.50476,87,2,1.32285,0,0
4.83923,-2.64304,-0.102804,-0.0982102,6.49896,-2.62307,0.173989,0.169574,4.09385,-2.55204,0.0812409,0.0732316,4.83923,0.498557,1.77485,1.73166,5.16534,0.504168,1.52574,1.48905,3.82512,0.505036,1.65617,1.54788,0.614231,-2.78058,-0.762812,-0.746753,1.07495,1.02503,1.93127,1.92326,3.49836,-2.51225,0.240163,0.23077,2.94115,0.322424,1.46519,1.41447,1.36127,-2.46885,0.24416,0.229791,2.13918,-2.53986,0.237387,0.231415,1.32467,0.392632,1.52444,1.46565,1.62241,0.265116,1.41092,1.3718,108,5,5.8155,5,4.56804
1.47075,-2.87204,1.24134,0.957131,1.77158,-2.92455,0.944546,0.758178,1.85378,-2.99765,1.26809,0.964961,1.47075,0.269555,-0.173947,-0.122094,1.69856,-0.231478,0.0475649,0.0356587,1.26926,-0.295204,-0.911883,-0.539056,0.890231,2.43661,0.72463,0.717133,0.618676,1.01754,-0.993902,-0.975163,1.43108,-2.51187,1.26394,1.09275,1.26214,-0.788975,-0.461496,-0.363949,0.502181,-2.40096,1.40305,1.11609,0.93364,-2.57143,1.177,1.07719,0.51664,-0.777566,-0.67726,-0.506072,0.745555,-0.796881,-0.298797,-0.250235,389,6,2.36373,10,2.30298
