cLO_pT,cLO_phi,cLO_eta,cLO_rap,c_pT,c_phi,c_eta,c_rap,chad_pT,chad_phi,chad_eta,chad_rap,cbarLO_pT,cbarLO_phi,cbarLO_eta,cbarLO_rap,cbar_pT,cbar_phi,cbar_eta,cbar_rap,cbarhad_pT,cbarhad_phi,cbarhad_eta,cbarhad_rap,d1_pT,d1_phi,d1_eta,d1_rap,d1bar_pT,d1bar_phi,d1bar_eta,d1bar_rap,d2_pT,d2_phi,d2_eta,d2_rap,d2bar_pT,d2bar_phi,d2bar_eta,d2bar_rap,d3_pT,d3_phi,d3_eta,d3_rap,d3bar_pT,d3bar_phi,d3bar_eta,d3bar_rap,d4_pT,d4_phi,d4_eta,d4_rap,d4bar_pT,d4bar_phi,d4bar_eta,d4bar_rap,multiplicity,chad_cone_mult,chad_ptcone,cbarhad_cone_mult,cbarhad_ptcone
2.884,2.26816,-0.671811,-0.604396,3.96734,2.27271,-0.0775424,-0.0725404,2.99518,2.37098,-0.269664,-0.215287,2.884,-0.873438,0.531592,0.475968,2.81984,-1.08901,-0.0798998,-0.070557,1.786,-1.30232,0.293268,0.18212,2.36182,2.40042,0.0877571,0.0815713,1.33457,-1.81556,-0.190633,-0.156258,0.638185,2.26182,-1.25226,-1.05796,0.904431,-0.491983,0.786749,0.703236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,1,2.36182,2,0.462165
6.73647,-1.0017,-0.320228,-0.312816,11.2985,-0.354877,-0.086064,-0.0846836,0.348412,-2.96209,6.543,4.65024,6.73647,2.1399,1.55194,1.52987,8.86757,1.66341,1.13204,1.11828,7.27626,-0.362818,4.80727,4.76019,0.495121,-2.03798,4.73701,3.97522,6.26936,-0.287573,4.71766,4.70659,0.398311,1.87636,6.14326,5.67312,1.12783,-0.793926,5.12154,5.03262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,1,1.09994,14,12.9748
1.366,2.26694,4.87211,4.47663,1.12133,1.87242,5.01545,4.50261,0.67373,1.44102,5.35008,4.08678,1.366,-0.874654,4.89045,4.49497,1.80833,-0.586412,4.82939,4.56764,0.812416,-0.511528,5.0096,3.91576,0.94097,2.38762,4.72103,4.37597,0.459035,2.66579,4.87248,4.05052,0.773502,0.0309441,3.84784,3.67486,1.27126,-0.49863,3.88374,3.81252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,1,0.599123,4,1.64873
1.11432,-0.7727,4.81425,4.29742,0.571324,-1.37039,5.08608,4.05335,0.447687,-1.97326,4.86741,3.21948,1.11432,2.36889,6.02894,5.51199,0.637184,2.39049,6.68468,5.74558,0.467356,2.35404,8.1029,6.49477,0.744049,-2.54049,4.23786,3.76232,0.690119,-1.88671,7.23739,6.714,0.438366,0.020259,2.72619,2.31769,0.993865,1.68712,6.37705,6.26521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,1,0.633141
1.32271,-0.847633,3.17787,2.76668,2.3166,-1.186,3.28324,3.10876,1.31966,-1.31136,3.52361,2.83281,1.32271,2.29396,6.02501,5.61161,1.1954,1.17577,6.13721,5.66438,1.29973,1.01695,6.66167,5.95683,1.26097,-1.98378,2.85187,2.6334,1.67,1.24808,6.04857,5.91141,0.853178,-0.141749,3.29298,3.14705,0.502529,-1.25939,6.42127,6.07959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,1,1.67
0.877814,2.802,8.06335,7.38031,1.00983,-2.95233,7.98287,7.4003,1.49003,-3.10789,8.61403,8.00885,0.877814,-0.339588,6.8899,6.20686,1.03058,-0.460448,6.91556,6.3469,0.986845,-0.458237,6.54875,5.6231,1.49852,-3.0652,8.54528,8.37989,1.38619,-0.643369,6.03713,5.84854,0.064355,1.49354,8.96135,6.90765,0.454122,2.08669,5.47897,5.08461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,1,1.49852,4,2.31908
1.33539,0.770183,-0.0654534,-0.0435397,2.06304,1.36664,-0.167294,-0.135526,1.44987,1.23929,-0.680571,-0.383764,1.33539,-2.37141,2.0387,1.65104,1.33628,-2.18998,1.99985,1.6141,1.18418,-2.13184,2.77624,2.01358,0.796015,1.92316,0.236934,0.154108,0.336024,2.23185,2.64518,1.59498,0.972913,0.696044,-1.07234,-0.982584,1.33683,-1.89335,2.37398,2.31029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,1,0.972913,2,1.46996
0.674921,-2.2468,-7.92747,-7.03667,1.43017,-2.62533,-7.33277,-6.96179,1.34224,-2.5453,-7.97389,-7.29317,0.674921,0.89479,-5.9883,-5.09753,0.396785,0.929311,-6.57499,-5.21138,0.428535,-1.31039,-6.25846,-4.56691,0.815266,2.59737,-7.94968,-7.52792,1.01387,-0.461838,-4.82622,-4.51695,1.24634,-1.90865,-7.14942,-7.07547,0.798206,3.09436,-4.80439,-4.64026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1,0.361358,0,0
1.24489,2.41435,7.27088,6.82246,0.666751,3.08539,7.95935,7.0584,1.20948,2.77513,8.08958,7.32941,1.24489,-0.727242,5.48665,5.03826,1.25261,-0.818673,5.46031,5.01556,0.809623,-1.17492,5.49961,4.40249,1.44443,2.98663,7.79115,7.61513,0.261529,-0.462715,4.9506,3.63634,0.364777,0.614921,7.11565,6.59008,0.635096,-1.44739,5.53594,5.29662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1,1.44443,2,1.18314
1.49223,-1.47715,2.50589,2.16333,1.0157,-1.44334,2.59382,2.02713,0.803877,-1.67285,3.61733,2.51952,1.49223,1.66445,0.0493867,0.034838,3.10424,1.13175,0.430452,0.389716,2.87002,1.22509,0.16718,0.130993,0.605911,2.5771,3.05923,2.45287,1.01442,1.73923,-0.352407,-0.261121,1.20331,-1.20536,2.6548,2.5767,2.04844,0.979069,0.40252,0.391699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,4,2.06021,2,2.27718
3.46276,-0.166756,-4.15804,-4.0721,3.81518,-0.595646,-4.0498,-3.97798,2.90629,-0.450256,-4.27122,-4.03045,3.46276,2.97484,-1.21499,-1.14387,3.95526,-2.42297,-1.16952,-1.09488,3.54679,-2.53556,-1.08442,-0.950946,1.28555,-1.09173,-4.12956,-3.91619,1.74192,-2.7991,-1.42243,-1.31064,2.02785,-0.0611728,-4.14685,-4.11762,1.91941,-2.2969,-0.609484,-0.592001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,4,4.37905,2,3.66133
2.72513,-1.09174,2.72482,2.59379,0.984692,-0.0905148,3.34016,2.74299,1.7918,-0.653232,2.62803,2.1532,2.72513,2.04985,3.17002,3.03822,2.74447,1.42615,3.71785,3.58733,2.51024,1.31194,4.13687,3.83502,0.463987,0.778009,2.89533,2.094,1.49133,1.91595,4.09998,3.93334,1.78733,-0.913226,2.22304,2.18661,1.53719,0.728367,3.77761,3.72784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,3,2.71608,8,6.40666
1.56976,0.425253,2.53362,2.21493,1.75014,0.763674,2.08982,1.82534,1.34728,0.942204,2.09535,1.45786,1.56976,-2.71634,1.7182,1.42118,2.64528,-2.59923,1.60928,1.48203,2.38956,-2.50707,1.42791,1.14945,1.40852,1.39978,1.36513,1.20767,2.31287,-2.38381,1.01001,0.952613,0.627846,-0.494944,2.20559,1.96932,0.299561,2.52531,2.56807,1.9217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,2,0.390197,1,2.31287
